src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.16.0.5,192.168.50.1,62536,5625,17,2018-12-02 02:07:25,4.0,279000000.0,500000.0,500000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,54238,43929,17,2018-12-02 02:07:25,6007952.0,557.2614428344301,0.9986764208502331,0.9986764208502331,0.0,6,0,3348,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,48,0,8,6,1201590.4,3004828.0,3.0,1471637.6972443454,6007952.0,3004828.0,3.0,1201590.4,1471637.6972443454,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3004825.0,3.0,1502414.0,1502411.0,3004825.0,3003111.0,3003968.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,6,0,3348,0
172.16.0.5,192.168.50.1,62682,54603,17,2018-12-02 02:07:25,17999679.0,434.0077398046932,0.7777916483955075,0.7777916483955075,0.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,112,0,8,14,1384590.6923076923,3000396.0,2.0,1495525.798960938,17999679.0,3000396.0,2.0,1384590.6923076923,1495525.7989609381,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3000393.0,3.0,2499935.0,1118003.6063688109,3000393.0,2999603.0,2999940.1666666665,254.34190680176076,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,14,0,7812,0
172.16.0.5,192.168.50.1,62485,23309,17,2018-12-02 02:07:25,3000690.0,743.8289193485498,1.333026737183781,1.333026737183781,0.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,32,0,8,4,1000230.0,3000684.0,3.0,1414534.5888517539,3000690.0,3000684.0,3.0,1000230.0,1414534.5888517539,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,4,0,2232,0
172.16.0.5,192.168.50.1,27132,10138,17,2018-12-02 02:07:25,3.0,372000000.0,666666.6666666666,666666.6666666666,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62709,62844,17,2018-12-02 02:07:25,18001097.0,433.9735517229866,0.7777303794318756,0.7777303794318756,0.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,112,0,8,14,1384699.7692307692,3001067.0,2.0,1495643.6842554628,18001097.0,3001067.0,2.0,1384699.7692307692,1495643.6842554628,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3001064.0,3.0,2500060.1666666665,1118059.7580566995,3001064.0,2999075.0,3000176.5,714.3427631979856,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,14,0,7812,0
172.16.0.5,192.168.50.1,62466,21674,17,2018-12-02 02:07:25,5999867.0,558.0123692741855,1.0000221671580387,1.0000221671580387,0.0,6,0,3348,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,48,0,8,6,1199973.4,3000203.0,2.0,1469658.0116495946,5999867.0,3000203.0,2.0,1199973.4,1469658.0116495946,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,2999654.0,3.0,1499828.5,1499825.5,3000201.0,2999653.0,2999927.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,6,0,3348,0
172.16.0.5,192.168.50.1,62466,22427,17,2018-12-02 02:07:25,18000617.0,433.9851239543623,0.7777511181977819,0.7777511181977819,0.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,112,0,8,14,1384662.8461538462,3000550.0,1.0,1495604.2015559538,18000617.0,3000550.0,1.0,1384662.8461538462,1495604.201555954,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3000548.0,3.0,2500129.1666666665,1118090.447222021,3000547.0,2999637.0,3000097.3333333335,307.60291863952716,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,14,0,7812,0
172.16.0.5,192.168.50.1,63492,54619,17,2018-12-02 02:07:25,15098150.0,443.498044462401,0.7947993628358441,0.7947993628358441,0.0,12,0,6696,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,96,0,8,12,1372559.0909090908,3032635.0,2.0,1503580.7440726561,15098150.0,3032635.0,2.0,1372559.0909090908,1503580.7440726561,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3027411.0,2.0,2413098.0,1206586.7115457554,3032632.0,3003477.0,3019624.2,11649.537834609577,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,12,0,6696,0
172.16.0.5,192.168.50.1,10581,53991,17,2018-12-02 02:07:25,18000204.0,433.9950813890776,0.777768963062863,0.777768963062863,0.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,112,0,8,14,1384631.076923077,3000160.0,2.0,1495569.2562250702,18000204.0,3000160.0,2.0,1384631.076923077,1495569.2562250702,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3000157.0,3.0,2500017.3333333335,1118040.4020858202,3000157.0,2999876.0,3000027.5,87.78524933039719,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,14,0,7812,0
172.16.0.5,192.168.50.1,62598,12678,17,2018-12-02 02:07:25,17999597.0,434.00971699533045,0.7777951917479041,0.7777951917479041,0.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,112,0,8,14,1384584.3846153845,3000690.0,2.0,1495519.0060105214,17999597.0,3000690.0,2.0,1384584.3846153845,1495519.0060105214,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3000687.0,3.0,2499910.0,1117992.4824219525,3000687.0,2999318.0,2999926.5,441.79435261216275,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,14,0,7812,0
172.16.0.5,192.168.50.1,50372,44356,17,2018-12-02 02:07:25,6008182.0,557.240110236341,0.9986381903877081,0.9986381903877081,0.0,6,0,3348,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,48,0,8,6,1201636.4,3004111.0,3.0,1471694.3440244105,6008182.0,3004111.0,3.0,1201636.4,1471694.3440244107,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3004059.0,3.0,1502031.0,1502028.0,3004108.0,3004059.0,3004083.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,6,0,3348,0
172.16.0.5,192.168.50.1,61040,18023,17,2018-12-02 02:07:25,12018332.0,464.2907185456352,0.8320622196158336,0.8320622196158336,0.0,10,0,5580,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,80,0,8,10,1335370.2222222222,3007113.0,3.0,1492986.3663510706,12018332.0,3007113.0,3.0,1335370.2222222222,1492986.3663510706,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3004571.0,3.0,2252799.5,1300652.9392740594,3007110.0,3002366.0,3004576.25,1688.6684658333618,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,10,0,5580,0
172.16.0.5,192.168.50.1,24507,39129,17,2018-12-02 02:07:25,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62795,46828,17,2018-12-02 02:07:25,18000245.0,433.9940928581806,0.7777671915021157,0.7777671915021157,0.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,112,0,8,14,1384634.2307692308,3000805.0,3.0,1495572.232490147,18000245.0,3000805.0,3.0,1384634.2307692308,1495572.232490147,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3000801.0,3.0,2500010.3333333335,1118037.3652783504,3000802.0,2999192.0,3000033.3333333335,468.4071116264379,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,14,0,7812,0
172.16.0.5,192.168.50.1,61446,49095,17,2018-12-02 02:07:25,18003834.0,433.90757768595284,0.7776121463905965,0.7776121463905965,0.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,112,0,8,14,1384910.3076923077,3004079.0,3.0,1495872.2569712852,18003834.0,3004079.0,3.0,1384910.3076923077,1495872.2569712852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3003806.0,3.0,2499953.6666666665,1118014.9189776294,3004076.0,2995907.0,3000632.5,3010.555029115617,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,14,0,7812,0
172.16.0.5,192.168.50.1,51746,33323,17,2018-12-02 02:07:25,4.0,279000000.0,500000.0,500000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62466,55072,17,2018-12-02 02:07:26,6000101.0,557.9906071581129,0.999983166950023,0.999983166950023,0.0,6,0,3348,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,48,0,8,6,1200020.2,3000153.0,3.0,1469714.912839684,6000101.0,3000153.0,3.0,1200020.2,1469714.912839684,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3000150.0,3.0,1500076.5,1500073.5,3000150.0,2999936.0,3000043.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,6,0,3348,0
172.16.0.5,192.168.50.1,61667,8579,17,2018-12-02 02:07:26,18000521.0,433.9874384746975,0.7777552660836873,0.7777552660836873,0.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,112,0,8,14,1384655.4615384615,3002458.0,3.0,1495595.7767093054,18000521.0,3002458.0,3.0,1384655.4615384615,1495595.7767093051,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3002455.0,4.0,2500347.8333333335,1118188.9275310943,3002454.0,2998346.0,3000079.6666666665,1785.2010779990271,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,14,0,7812,0
192.168.50.8,52.10.136.128,60315,443,6,2018-12-02 02:07:26,3.0,40000000.0,666666.6666666666,666666.6666666666,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
192.168.50.8,52.35.156.126,60073,443,6,2018-12-02 02:07:26,2.0,60000000.0,1000000.0,1000000.0,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
192.168.50.8,52.10.136.128,60316,443,6,2018-12-02 02:07:26,3.0,40000000.0,666666.6666666666,666666.6666666666,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
192.168.50.8,72.21.91.29,60311,80,6,2018-12-02 02:07:26,3.0,40000000.0,666666.6666666666,666666.6666666666,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
192.168.50.8,52.10.136.128,60314,443,6,2018-12-02 02:07:26,1.0,120000000.0,2000000.0,2000000.0,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
192.168.50.8,52.10.136.128,60317,443,6,2018-12-02 02:07:26,1.0,120000000.0,2000000.0,2000000.0,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
192.168.50.8,72.21.91.29,60310,80,6,2018-12-02 02:07:26,20.0,5999999.999999999,99999.99999999999,99999.99999999999,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
192.168.50.8,35.160.20.207,60308,443,6,2018-12-02 02:07:26,3.0,40000000.0,666666.6666666666,666666.6666666666,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
192.168.50.8,54.148.138.18,60321,443,6,2018-12-02 02:07:26,3.0,40000000.0,666666.6666666666,666666.6666666666,0.0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,2,0,120,0
