src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.16.0.5,192.168.50.1,62568,46466,17,2018-12-02 02:02:49,5999739.0,558.0242740559214,1.0000435018923324,1.0000435018923324,0.0,6,0,3348,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,48,0,8,6,1199947.8,3001745.0,3.0,1469626.7207459724,5999739.0,3001745.0,3.0,1199947.8,1469626.7207459724,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3001742.0,3.0,1500872.5,1500869.5,3001742.0,2997982.0,2999862.0,1880.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,6,0,3348,0
172.16.0.5,192.168.50.1,62466,36852,17,2018-12-02 02:02:49,3005434.0,742.6548045972728,1.3309225888840013,1.3309225888840013,0.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,32,0,8,4,1001811.3333333334,3005428.0,3.0,1416770.9318983865,3005434.0,3005428.0,3.0,1001811.3333333334,1416770.9318983862,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,4,0,2232,0
172.16.0.5,192.168.50.1,62637,6918,17,2018-12-02 02:02:49,6230226.0,537.3801849242708,0.963046926387582,0.963046926387582,0.0,6,0,3348,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,48,0,8,6,1246045.2,3236171.0,2.0,1528003.728873513,6230226.0,3236171.0,2.0,1246045.2,1528003.728873513,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3236168.0,2.0,1618085.0,1618083.0,3236169.0,2994044.0,3115106.5,121062.5,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,6,0,3348,0
172.16.0.5,192.168.50.1,62470,50564,17,2018-12-02 02:02:49,3000108.0,743.9732169641893,1.3332853350612712,1.3332853350612712,0.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,32,0,8,4,1000036.0,3000104.0,1.0,1414261.6456344514,3000108.0,3000104.0,1.0,1000036.0,1414261.6456344514,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,4,0,2232,0
172.16.0.5,192.168.50.1,62466,21471,17,2018-12-02 02:02:49,3.0,372000000.0,666666.6666666666,666666.6666666666,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62482,64101,17,2018-12-02 02:02:49,2997790.0,744.5484840499167,1.334316279659349,1.334316279659349,0.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,32,0,8,4,999263.3333333334,2997784.0,3.0,1413167.5157414598,2997790.0,2997784.0,3.0,999263.3333333334,1413167.5157414596,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,4,0,2232,0
172.16.0.5,192.168.50.1,62466,50103,17,2018-12-02 02:02:49,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,10697,24855,17,2018-12-02 02:02:49,3005976.0,742.520898370446,1.3306826135671077,1.3306826135671077,0.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,32,0,8,4,1001992.0,3005971.0,2.0,1417027.1402554952,3005976.0,3005971.0,2.0,1001992.0,1417027.1402554952,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,4,0,2232,0
172.16.0.5,192.168.50.1,63374,33054,17,2018-12-02 02:02:49,2959999.0,754.0543088021313,1.3513518078891245,1.3513518078891245,0.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,32,0,8,4,986666.3333333334,2959994.0,2.0,1395353.3746030868,2959999.0,2959994.0,2.0,986666.3333333334,1395353.3746030866,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,4,0,2232,0
172.16.0.5,192.168.50.1,31703,56997,17,2018-12-02 02:02:49,9000079.0,495.99564626043843,0.8888810864882408,0.8888810864882408,0.0,8,0,4464,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,64,0,8,8,1285725.5714285714,3000350.0,2.0,1484624.8435448366,9000079.0,3000350.0,2.0,1285725.5714285714,1484624.8435448366,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3000347.0,3.0,2000113.3333333333,1414291.587330876,3000348.0,2999723.0,3000020.0,256.0950344435961,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,8,0,4464,0
172.16.0.5,192.168.50.1,63273,26646,17,2018-12-02 02:02:49,9003932.0,495.7833977422308,0.8885007127996968,0.8885007127996968,0.0,8,0,4464,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,64,0,8,8,1286276.0,3003684.0,2.0,1485261.2184957326,9003932.0,3003684.0,2.0,1286276.0,1485261.2184957326,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3003681.0,2.0,2000913.0,1414858.9965309852,3003682.0,2999056.0,3001304.6666666665,1890.7468248169969,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,8,0,4464,0
172.16.0.5,192.168.50.1,62469,23105,17,2018-12-02 02:02:49,9113269.0,489.8352062251207,0.877840871371184,0.877840871371184,0.0,8,0,4464,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,64,0,8,8,1301895.5714285714,3113188.0,1.0,1503702.9994654488,9113269.0,3113188.0,1.0,1301895.5714285714,1503702.9994654488,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3113187.0,2.0,2037736.0,1441636.0243656049,3113185.0,3000020.0,3037752.0,53339.18732664256,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,8,0,4464,0
172.16.0.5,192.168.50.1,7952,19872,17,2018-12-02 02:02:49,9014151.0,495.22134696878277,0.887493453349073,0.887493453349073,0.0,8,0,4464,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,64,0,8,8,1287735.857142857,3005902.0,2.0,1486946.50278899,9014151.0,3005902.0,2.0,1287735.857142857,1486946.50278899,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3005899.0,3.0,2003322.6666666667,1416561.1188396434,3005899.0,3004065.0,3004711.0,841.1151328246726,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,8,0,4464,0
172.16.0.5,192.168.50.1,62543,54507,17,2018-12-02 02:02:49,3000302.0,743.9251115387717,1.3331991246214547,1.3331991246214547,0.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,32,0,8,4,1000100.6666666666,3000296.0,3.0,1414351.683897687,3000302.0,3000296.0,3.0,1000100.6666666666,1414351.683897687,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,4,0,2232,0
172.16.0.5,192.168.50.1,62484,34653,17,2018-12-02 02:02:49,3000382.0,743.9052760615148,1.3331635771711734,1.3331635771711734,0.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,32,0,8,4,1000127.3333333334,3000377.0,2.0,1414390.10336619,3000382.0,3000377.0,2.0,1000127.3333333334,1414390.10336619,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,4,0,2232,0
172.16.0.5,192.168.50.1,63064,17962,17,2018-12-02 02:02:49,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,58644,11263,17,2018-12-02 02:02:49,9009410.0,495.4819460985791,0.887960476879174,0.887960476879174,0.0,8,0,4464,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,64,0,8,8,1287058.5714285714,3003860.0,3.0,1486163.9135969065,9009410.0,3003860.0,3.0,1287058.5714285714,1486163.9135969065,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3003857.0,3.0,2001845.3333333333,1415516.5688031428,3003857.0,3001676.0,3003129.6666666665,1027.897638656474,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,8,0,4464,0
172.16.0.5,192.168.50.1,62467,35410,17,2018-12-02 02:02:49,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62499,15635,17,2018-12-02 02:02:49,3.0,372000000.0,666666.6666666666,666666.6666666666,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,37066,29472,17,2018-12-02 02:02:49,8523568.0,523.7243370381981,0.9385740807136167,0.9385740807136167,0.0,8,0,4464,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,64,0,8,8,1217652.5714285714,3503047.0,2.0,1467085.6390327883,8523568.0,3503047.0,2.0,1217652.5714285714,1467085.6390327883,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3044587.0,3.0,1673502.6666666667,1261206.8845991218,3503045.0,1975917.0,2841183.0,639822.8257405848,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,8,0,4464,0
172.16.0.5,192.168.50.1,62896,59359,17,2018-12-02 02:02:49,9217050.0,484.31982033296987,0.8679566672633868,0.8679566672633868,0.0,8,0,4464,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,64,0,8,8,1316721.4285714286,3115033.0,1.0,1520792.2104363763,9217050.0,3115033.0,1.0,1316721.4285714286,1520792.210436376,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3115030.0,3.0,2038226.3333333333,1442011.1266959382,3115030.0,2999646.0,3072343.6666666665,51664.79755973974,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,8,0,4464,0
172.16.0.5,192.168.50.1,62593,37218,17,2018-12-02 02:02:49,3.0,372000000.0,666666.6666666666,666666.6666666666,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62544,25137,17,2018-12-02 02:02:49,9119338.0,489.50921656813244,0.8772566605163663,0.8772566605163663,0.0,8,0,4464,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,64,0,8,8,1302762.5714285714,3119497.0,2.0,1504750.368093075,9119338.0,3119497.0,2.0,1302762.5714285714,1504750.3680930752,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3000342.0,2.0,1999942.6666666667,1414171.6507509106,3119494.0,2999485.0,3039773.6666666665,56371.87402912516,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,8,0,4464,0
172.16.0.5,192.168.50.1,62481,47049,17,2018-12-02 02:02:49,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,33850,9506,17,2018-12-02 02:02:49,8999708.0,496.0160929665718,0.8889177293307738,0.8889177293307738,0.0,8,0,4464,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,64,0,8,8,1285672.5714285714,3000757.0,1.0,1484565.153498093,8999708.0,3000757.0,1.0,1285672.5714285714,1484565.153498093,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,3000756.0,1.0,2000236.0,1414379.7706474266,3000755.0,2998991.0,2999899.3333333335,721.1122581740577,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,8,0,4464,0
172.16.0.5,192.168.50.1,62559,56618,17,2018-12-02 02:02:49,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,15969,60780,17,2018-12-02 02:02:49,3001069.0,743.7349824345924,1.332858391459843,1.332858391459843,0.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,32,0,8,4,1000356.3333333334,3001064.0,2.0,1414713.9582719735,3001069.0,3001064.0,2.0,1000356.3333333334,1414713.9582719735,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,4,0,2232,0
172.16.0.5,192.168.50.1,62467,5767,17,2018-12-02 02:02:49,3.0,372000000.0,666666.6666666666,666666.6666666666,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62983,38752,17,2018-12-02 02:02:49,3.0,372000000.0,666666.6666666666,666666.6666666666,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
